timestamp;buyer;seller;symbol;currency;price;quantity
1400;;;INTARIAN_PEPPER_ROOT;XIRECS;12009.0;6
2900;;;ASH_COATED_OSMIUM;XIRECS;9985.0;10
3100;;;ASH_COATED_OSMIUM;XIRECS;10002.0;7
5200;;;INTARIAN_PEPPER_ROOT;XIRECS;12009.0;2
6700;;;ASH_COATED_OSMIUM;XIRECS;10001.0;9
6700;;;INTARIAN_PEPPER_ROOT;XIRECS;11996.0;5
10100;;;ASH_COATED_OSMIUM;XIRECS;10015.0;5
11200;;;INTARIAN_PEPPER_ROOT;XIRECS;12009.0;3
11400;;;INTARIAN_PEPPER_ROOT;XIRECS;12007.0;2
11600;;;INTARIAN_PEPPER_ROOT;XIRECS;12009.0;6
12800;;;ASH_COATED_OSMIUM;XIRECS;9999.0;4
13700;;;INTARIAN_PEPPER_ROOT;XIRECS;12029.0;10
15500;;;ASH_COATED_OSMIUM;XIRECS;9994.0;6
16100;;;INTARIAN_PEPPER_ROOT;XIRECS;12025.0;10
17900;;;INTARIAN_PEPPER_ROOT;XIRECS;12032.0;5
20100;;;INTARIAN_PEPPER_ROOT;XIRECS;12028.0;7
20500;;;ASH_COATED_OSMIUM;XIRECS;9989.0;7
20900;;;ASH_COATED_OSMIUM;XIRECS;9981.0;9
21300;;;ASH_COATED_OSMIUM;XIRECS;9999.0;9
23600;;;INTARIAN_PEPPER_ROOT;XIRECS;12046.0;6
25500;;;INTARIAN_PEPPER_ROOT;XIRECS;12051.0;8
26000;;;ASH_COATED_OSMIUM;XIRECS;9993.0;2
26500;;;INTARIAN_PEPPER_ROOT;XIRECS;12055.0;6
31000;;;ASH_COATED_OSMIUM;XIRECS;9993.0;5
32800;;;ASH_COATED_OSMIUM;XIRECS;10018.0;8
35300;;;INTARIAN_PEPPER_ROOT;XIRECS;12037.0;8
36300;;;ASH_COATED_OSMIUM;XIRECS;9992.0;5
36900;;;ASH_COATED_OSMIUM;XIRECS;10013.0;10
38200;;;ASH_COATED_OSMIUM;XIRECS;9999.0;9
45900;;;ASH_COATED_OSMIUM;XIRECS;9995.0;10
47800;;;INTARIAN_PEPPER_ROOT;XIRECS;12014.0;8
48400;;;ASH_COATED_OSMIUM;XIRECS;9997.0;6
49000;;;INTARIAN_PEPPER_ROOT;XIRECS;12008.0;8
49900;;;ASH_COATED_OSMIUM;XIRECS;9992.0;5
53000;;;INTARIAN_PEPPER_ROOT;XIRECS;12002.0;8
53500;;;ASH_COATED_OSMIUM;XIRECS;9975.0;2
53900;;;ASH_COATED_OSMIUM;XIRECS;9978.0;5
54600;;;ASH_COATED_OSMIUM;XIRECS;9980.0;2
55400;;;INTARIAN_PEPPER_ROOT;XIRECS;12017.0;2
56800;;;INTARIAN_PEPPER_ROOT;XIRECS;12003.0;8
58400;;;ASH_COATED_OSMIUM;XIRECS;10008.0;2
59500;;;ASH_COATED_OSMIUM;XIRECS;10009.0;5
65100;;;INTARIAN_PEPPER_ROOT;XIRECS;12038.0;2
68000;;;INTARIAN_PEPPER_ROOT;XIRECS;12002.0;2
70400;;;ASH_COATED_OSMIUM;XIRECS;10017.0;9
71400;;;INTARIAN_PEPPER_ROOT;XIRECS;11992.0;5
73000;;;ASH_COATED_OSMIUM;XIRECS;9997.0;5
73800;;;ASH_COATED_OSMIUM;XIRECS;10001.0;4
74200;;;INTARIAN_PEPPER_ROOT;XIRECS;11989.0;10
74900;;;ASH_COATED_OSMIUM;XIRECS;10014.0;9
75100;;;INTARIAN_PEPPER_ROOT;XIRECS;12003.0;6
77500;;;ASH_COATED_OSMIUM;XIRECS;10003.0;9
78600;;;ASH_COATED_OSMIUM;XIRECS;10006.0;7
80100;;;INTARIAN_PEPPER_ROOT;XIRECS;11999.0;8
80200;;;INTARIAN_PEPPER_ROOT;XIRECS;12012.0;4
81800;;;INTARIAN_PEPPER_ROOT;XIRECS;11999.0;8
82600;;;ASH_COATED_OSMIUM;XIRECS;9992.0;5
82600;;;INTARIAN_PEPPER_ROOT;XIRECS;12004.0;8
83200;;;ASH_COATED_OSMIUM;XIRECS;9978.0;2
87000;;;INTARIAN_PEPPER_ROOT;XIRECS;11999.0;8
87700;;;INTARIAN_PEPPER_ROOT;XIRECS;12013.0;6
90000;;;ASH_COATED_OSMIUM;XIRECS;9969.0;4
93500;;;ASH_COATED_OSMIUM;XIRECS;10002.0;5
94500;;;ASH_COATED_OSMIUM;XIRECS;10005.0;8
95000;;;INTARIAN_PEPPER_ROOT;XIRECS;12020.0;8
97700;;;ASH_COATED_OSMIUM;XIRECS;10013.0;6
98600;;;ASH_COATED_OSMIUM;XIRECS;10001.0;7
98700;;;INTARIAN_PEPPER_ROOT;XIRECS;12014.0;9
99100;;;INTARIAN_PEPPER_ROOT;XIRECS;12014.0;7
100300;;;ASH_COATED_OSMIUM;XIRECS;10005.0;10
108600;;;ASH_COATED_OSMIUM;XIRECS;9996.0;8
109700;;;INTARIAN_PEPPER_ROOT;XIRECS;11990.0;3
111800;;;INTARIAN_PEPPER_ROOT;XIRECS;11997.0;8
113300;;;INTARIAN_PEPPER_ROOT;XIRECS;12001.0;4
114300;;;INTARIAN_PEPPER_ROOT;XIRECS;12012.0;6
119700;;;INTARIAN_PEPPER_ROOT;XIRECS;12005.0;5
120400;;;ASH_COATED_OSMIUM;XIRECS;9997.0;10
125600;;;ASH_COATED_OSMIUM;XIRECS;9999.0;9
132300;;;INTARIAN_PEPPER_ROOT;XIRECS;11998.0;4
134400;;;INTARIAN_PEPPER_ROOT;XIRECS;12024.0;9
137900;;;ASH_COATED_OSMIUM;XIRECS;10020.0;6
139200;;;ASH_COATED_OSMIUM;XIRECS;10025.0;7
139900;;;ASH_COATED_OSMIUM;XIRECS;10023.0;7
140200;;;ASH_COATED_OSMIUM;XIRECS;10001.0;10
148400;;;INTARIAN_PEPPER_ROOT;XIRECS;12016.0;3
150100;;;ASH_COATED_OSMIUM;XIRECS;9994.0;8
151100;;;INTARIAN_PEPPER_ROOT;XIRECS;11997.0;4
153300;;;ASH_COATED_OSMIUM;XIRECS;9991.0;4
153400;;;ASH_COATED_OSMIUM;XIRECS;10007.0;6
153700;;;INTARIAN_PEPPER_ROOT;XIRECS;12002.0;3
154600;;;INTARIAN_PEPPER_ROOT;XIRECS;12004.0;5
154700;;;INTARIAN_PEPPER_ROOT;XIRECS;12006.0;5
156900;;;INTARIAN_PEPPER_ROOT;XIRECS;11989.0;5
158000;;;ASH_COATED_OSMIUM;XIRECS;9997.0;7
158300;;;ASH_COATED_OSMIUM;XIRECS;10000.0;6
162200;;;ASH_COATED_OSMIUM;XIRECS;9991.0;3
162700;;;INTARIAN_PEPPER_ROOT;XIRECS;11999.0;6
162800;;;ASH_COATED_OSMIUM;XIRECS;9976.0;3
164200;;;INTARIAN_PEPPER_ROOT;XIRECS;12001.0;2
165600;;;INTARIAN_PEPPER_ROOT;XIRECS;12022.0;7
165700;;;ASH_COATED_OSMIUM;XIRECS;9973.0;3
172100;;;ASH_COATED_OSMIUM;XIRECS;9962.0;10
172200;;;INTARIAN_PEPPER_ROOT;XIRECS;11998.0;10
173900;;;ASH_COATED_OSMIUM;XIRECS;9973.0;9
174000;;;ASH_COATED_OSMIUM;XIRECS;9991.0;7
174300;;;ASH_COATED_OSMIUM;XIRECS;9962.0;7
176500;;;INTARIAN_PEPPER_ROOT;XIRECS;11994.0;3
179500;;;ASH_COATED_OSMIUM;XIRECS;9955.0;10
179900;;;ASH_COATED_OSMIUM;XIRECS;9978.0;7
180000;;;INTARIAN_PEPPER_ROOT;XIRECS;12011.0;3
180100;;;ASH_COATED_OSMIUM;XIRECS;9981.0;5
182500;;;ASH_COATED_OSMIUM;XIRECS;9961.0;10
186300;;;ASH_COATED_OSMIUM;XIRECS;10007.0;4
186500;;;INTARIAN_PEPPER_ROOT;XIRECS;12003.0;2
187000;;;ASH_COATED_OSMIUM;XIRECS;10006.0;5
187200;;;ASH_COATED_OSMIUM;XIRECS;10018.0;8
188300;;;ASH_COATED_OSMIUM;XIRECS;10003.0;3
191300;;;ASH_COATED_OSMIUM;XIRECS;10028.0;7
191900;;;ASH_COATED_OSMIUM;XIRECS;10006.0;6
193900;;;ASH_COATED_OSMIUM;XIRECS;9984.0;4
197600;;;INTARIAN_PEPPER_ROOT;XIRECS;12002.0;8
197700;;;ASH_COATED_OSMIUM;XIRECS;9998.0;9
199200;;;ASH_COATED_OSMIUM;XIRECS;10011.0;7
203000;;;ASH_COATED_OSMIUM;XIRECS;10014.0;8
203200;;;ASH_COATED_OSMIUM;XIRECS;10006.0;8
205300;;;ASH_COATED_OSMIUM;XIRECS;9976.0;9
205900;;;ASH_COATED_OSMIUM;XIRECS;9981.0;2
206600;;;ASH_COATED_OSMIUM;XIRECS;9980.0;5
207600;;;INTARIAN_PEPPER_ROOT;XIRECS;12025.0;6
210000;;;ASH_COATED_OSMIUM;XIRECS;10002.0;5
210500;;;INTARIAN_PEPPER_ROOT;XIRECS;12017.0;6
210600;;;ASH_COATED_OSMIUM;XIRECS;9998.0;5
210600;;;INTARIAN_PEPPER_ROOT;XIRECS;12018.0;2
211200;;;ASH_COATED_OSMIUM;XIRECS;10003.0;10
